Z,A,E,Theta,omega,sigma,error,citation
79,197,2.02,15.022,0.18,811900.0,24820.0,Day:1993md
79,197,2.02,15.022,0.195,762200.0,23200.0,Day:1993md
79,197,2.02,15.022,0.21,738400.0,14500.0,Day:1993md
79,197,2.02,15.022,0.225,695800.0,13920.0,Day:1993md
79,197,2.02,15.022,0.24,633600.0,15870.0,Day:1993md
79,197,2.02,15.022,0.255,595900.0,15180.0,Day:1993md
79,197,2.02,15.022,0.27,573400.0,14730.0,Day:1993md
79,197,2.02,15.022,0.285,523700.0,11650.0,Day:1993md
79,197,2.02,15.022,0.3,517300.0,19150.0,Day:1993md
79,197,2.02,15.022,0.315,468400.0,17920.0,Day:1993md
79,197,2.02,15.022,0.33,482500.0,18090.0,Day:1993md
79,197,2.02,15.022,0.345,498500.0,19040.0,Day:1993md
79,197,2.02,15.022,0.36,497900.0,19600.0,Day:1993md
79,197,2.02,20.016,0.06,5100.0,264.7,Day:1993md
79,197,2.02,20.016,0.075,9508.0,353.9,Day:1993md
79,197,2.02,20.016,0.09,16270.0,457.2,Day:1993md
79,197,2.02,20.016,0.105,26040.0,556.9,Day:1993md
79,197,2.02,20.016,0.12,39370.0,2254.0,Day:1993md
79,197,2.02,20.016,0.135,55480.0,2597.0,Day:1993md
79,197,2.02,20.016,0.15,69800.0,2221.0,Day:1993md
79,197,2.02,20.016,0.165,87780.0,2418.0,Day:1993md
79,197,2.02,20.016,0.18,102600.0,2271.0,Day:1993md
79,197,2.02,20.016,0.195,115900.0,2401.0,Day:1993md
79,197,2.02,20.016,0.21,130800.0,3304.0,Day:1993md
79,197,2.02,20.016,0.225,139700.0,2873.0,Day:1993md
79,197,2.02,20.016,0.24,146400.0,3594.0,Day:1993md
79,197,2.02,20.016,0.255,149600.0,3046.0,Day:1993md
79,197,2.02,20.016,0.27,148600.0,3715.0,Day:1993md
79,197,2.02,20.016,0.285,142800.0,3587.0,Day:1993md
79,197,2.02,20.016,0.3,144600.0,3630.0,Day:1993md
79,197,2.02,20.016,0.315,146400.0,5103.0,Day:1993md
79,197,2.02,20.016,0.33,142700.0,3417.0,Day:1993md
79,197,2.02,20.016,0.345,141100.0,4458.0,Day:1993md
79,197,2.02,20.016,0.36,131700.0,4170.0,Day:1993md
79,197,2.02,20.016,0.375,140500.0,4188.0,Day:1993md
79,197,2.02,20.016,0.39,129000.0,2831.0,Day:1993md
79,197,2.02,20.016,0.405,125100.0,2794.0,Day:1993md
79,197,2.02,20.016,0.42,127500.0,3831.0,Day:1993md
79,197,2.02,20.016,0.435,125800.0,3828.0,Day:1993md
79,197,2.02,20.016,0.45,126600.0,3951.0,Day:1993md
79,197,3.188,47.68,1.6358,16.6,0.5314,Arrington:1995hs
79,197,3.188,47.68,1.6461,19.57,0.4913,Arrington:1995hs
79,197,3.188,47.68,1.6578,21.24,0.5018,Arrington:1995hs
79,197,3.188,47.68,1.6696,23.92,0.5296,Arrington:1995hs
79,197,3.188,47.68,1.6813,27.55,0.5674,Arrington:1995hs
79,197,3.188,47.68,1.6931,28.72,0.5749,Arrington:1995hs
79,197,3.188,47.68,1.7048,30.94,0.5974,Arrington:1995hs
79,197,3.188,47.68,1.7166,34.9,0.6334,Arrington:1995hs
79,197,3.188,47.68,1.7283,39.11,0.6707,Arrington:1995hs
79,197,3.188,47.68,1.7401,41.99,0.6946,Arrington:1995hs
79,197,3.188,47.68,1.7518,44.91,0.7159,Arrington:1995hs
79,197,3.188,47.68,1.7636,51.78,0.7829,Arrington:1995hs
79,197,3.188,47.68,1.7753,55.58,0.8435,Arrington:1995hs
79,197,3.188,47.68,1.7871,60.87,0.9134,Arrington:1995hs
79,197,3.595,16.02,0.21,1508.0,65.41,Day:1993md
79,197,3.595,16.02,0.225,1946.0,73.03,Day:1993md
79,197,3.595,16.02,0.24,2558.0,84.29,Day:1993md
79,197,3.595,16.02,0.255,3513.0,101.4,Day:1993md
79,197,3.595,16.02,0.27,4550.0,120.5,Day:1993md
79,197,3.595,16.02,0.285,6005.0,130.6,Day:1993md
79,197,3.595,16.02,0.3,7680.0,144.4,Day:1993md
79,197,3.595,16.02,0.315,9481.0,158.5,Day:1993md
79,197,3.595,16.02,0.33,12180.0,528.6,Day:1993md
79,197,3.595,16.02,0.345,15180.0,589.2,Day:1993md
79,197,3.595,16.02,0.36,17880.0,633.3,Day:1993md
79,197,3.595,16.02,0.375,19920.0,659.1,Day:1993md
79,197,3.595,16.02,0.39,22140.0,699.3,Day:1993md
79,197,3.595,16.02,0.405,24610.0,520.6,Day:1993md
79,197,3.595,16.02,0.42,27850.0,545.9,Day:1993md
79,197,3.595,16.02,0.435,29490.0,552.5,Day:1993md
79,197,3.595,16.02,0.45,31290.0,728.1,Day:1993md
79,197,3.595,16.02,0.465,33360.0,727.9,Day:1993md
79,197,3.595,16.02,0.48,34310.0,719.2,Day:1993md
79,197,3.595,16.02,0.495,35440.0,718.2,Day:1993md
79,197,3.595,16.02,0.51,36180.0,720.5,Day:1993md
79,197,3.595,16.02,0.525,36530.0,675.9,Day:1993md
79,197,3.595,16.02,0.54,34880.0,658.0,Day:1993md
79,197,3.595,16.02,0.555,35990.0,680.4,Day:1993md
79,197,3.595,16.02,0.57,36560.0,1583.0,Day:1993md
79,197,3.595,16.02,0.585,37360.0,1593.0,Day:1993md
79,197,3.595,16.02,0.6,38020.0,1543.0,Day:1993md
79,197,3.595,16.02,0.615,37730.0,1505.0,Day:1993md
79,197,3.595,16.02,0.63,38040.0,1536.0,Day:1993md
79,197,3.595,16.02,0.645,36560.0,1127.0,Day:1993md
79,197,3.595,16.02,0.66,38850.0,1151.0,Day:1993md
79,197,3.595,16.02,0.675,39920.0,1137.0,Day:1993md
79,197,3.595,16.02,0.69,43390.0,1579.0,Day:1993md
79,197,3.595,16.02,0.705,40950.0,1572.0,Day:1993md
79,197,3.595,16.02,0.72,43080.0,1587.0,Day:1993md
79,197,3.595,16.02,0.735,41420.0,1507.0,Day:1993md
79,197,3.595,16.02,0.75,38950.0,1508.0,Day:1993md
79,197,3.595,16.02,0.765,42870.0,1145.0,Day:1993md
79,197,3.595,16.02,0.78,40100.0,1082.0,Day:1993md
79,197,3.595,16.02,0.795,41990.0,1119.0,Day:1993md
79,197,3.595,16.02,0.81,43800.0,1549.0,Day:1993md
79,197,3.595,16.02,0.825,42890.0,1506.0,Day:1993md
79,197,3.595,16.02,0.84,42160.0,1487.0,Day:1993md
79,197,3.595,16.02,0.855,42180.0,1494.0,Day:1993md
79,197,3.595,16.02,0.87,39760.0,1134.0,Day:1993md
79,197,3.595,16.02,0.885,43120.0,1186.0,Day:1993md
79,197,3.595,16.02,0.9,42050.0,1162.0,Day:1993md
79,197,3.595,16.02,0.915,43910.0,1790.0,Day:1993md
79,197,3.595,16.02,0.93,41440.0,1699.0,Day:1993md
79,197,3.595,16.02,0.945,43860.0,1797.0,Day:1993md
79,197,3.595,16.02,0.96,41450.0,1760.0,Day:1993md
79,197,3.595,16.02,0.975,43350.0,1237.0,Day:1993md
79,197,3.595,16.02,0.99,45040.0,1243.0,Day:1993md
79,197,3.595,16.02,1.005,41390.0,1577.0,Day:1993md
79,197,3.595,16.02,1.02,44980.0,1667.0,Day:1993md
79,197,3.595,16.02,1.035,44480.0,1634.0,Day:1993md
79,197,3.595,16.02,1.05,43890.0,1578.0,Day:1993md
79,197,3.595,16.02,1.065,44910.0,1645.0,Day:1993md
79,197,3.595,16.02,1.08,41950.0,1191.0,Day:1993md
79,197,3.595,16.02,1.095,44120.0,1217.0,Day:1993md
79,197,3.595,16.02,1.11,45310.0,1767.0,Day:1993md
79,197,3.595,16.02,1.125,42650.0,1714.0,Day:1993md
79,197,3.595,16.02,1.14,43040.0,1760.0,Day:1993md
79,197,3.595,16.02,1.155,42480.0,1775.0,Day:1993md
79,197,3.595,16.02,1.17,47440.0,1329.0,Day:1993md
79,197,3.595,16.02,1.185,45560.0,1240.0,Day:1993md
79,197,3.595,16.02,1.2,46040.0,1627.0,Day:1993md
79,197,3.595,16.02,1.215,43500.0,1549.0,Day:1993md
79,197,3.595,16.02,1.23,45440.0,1563.0,Day:1993md
79,197,3.595,16.02,1.245,48850.0,1615.0,Day:1993md
79,197,3.595,16.02,1.26,46330.0,1571.0,Day:1993md
79,197,3.595,16.02,1.275,46450.0,1238.0,Day:1993md
79,197,3.595,16.02,1.29,46120.0,1257.0,Day:1993md
79,197,3.595,16.02,1.305,42750.0,1838.0,Day:1993md
79,197,3.595,16.02,1.32,45820.0,1830.0,Day:1993md
79,197,3.595,16.02,1.335,43760.0,1780.0,Day:1993md
79,197,3.595,16.02,1.35,41880.0,1777.0,Day:1993md
79,197,3.595,16.02,1.365,44260.0,1353.0,Day:1993md
79,197,3.595,16.02,1.38,43330.0,1318.0,Day:1993md
79,197,3.595,16.02,1.395,45010.0,1898.0,Day:1993md
79,197,3.595,16.02,1.41,46510.0,1898.0,Day:1993md
79,197,3.595,16.02,1.425,41440.0,1770.0,Day:1993md
79,197,3.595,16.02,1.44,41400.0,1286.0,Day:1993md
79,197,3.595,16.02,1.455,42500.0,1270.0,Day:1993md
79,197,3.595,16.02,1.47,45840.0,1796.0,Day:1993md
79,197,3.595,16.02,1.485,42460.0,1715.0,Day:1993md
79,197,3.595,16.02,1.5,43950.0,1732.0,Day:1993md
79,197,3.595,16.02,1.515,41790.0,1697.0,Day:1993md
79,197,3.595,16.02,1.53,40220.0,1692.0,Day:1993md
79,197,3.595,16.02,1.545,40560.0,1731.0,Day:1993md
79,197,3.595,20.016,0.165,1.868,0.652,Day:1993md
79,197,3.595,20.016,0.18,2.75,0.663,Day:1993md
79,197,3.595,20.016,0.195,5.812,0.9507,Day:1993md
79,197,3.595,20.016,0.21,8.07,1.094,Day:1993md
79,197,3.595,20.016,0.225,14.66,1.456,Day:1993md
79,197,3.595,20.016,0.24,21.19,1.794,Day:1993md
79,197,3.595,20.016,0.255,31.87,2.305,Day:1993md
79,197,3.595,20.016,0.27,38.43,1.999,Day:1993md
79,197,3.595,20.016,0.285,53.55,2.3,Day:1993md
79,197,3.595,20.016,0.3,69.1,2.555,Day:1993md
79,197,3.595,20.016,0.315,99.66,4.888,Day:1993md
79,197,3.595,20.016,0.33,123.5,5.377999999999999,Day:1993md
79,197,3.595,20.016,0.345,163.8,6.135,Day:1993md
79,197,3.595,20.016,0.36,204.3,6.817,Day:1993md
79,197,3.595,20.016,0.375,250.7,7.55,Day:1993md
79,197,3.595,20.016,0.39,317.0,8.668,Day:1993md
79,197,3.595,20.016,0.405,408.7,9.451,Day:1993md
79,197,3.595,20.016,0.42,496.3,10.55,Day:1993md
79,197,3.595,20.016,0.435,612.9,11.91,Day:1993md
79,197,3.595,20.016,0.45,850.0,35.73,Day:1993md
79,197,3.595,20.016,0.465,1052.0,38.6,Day:1993md
79,197,3.595,20.016,0.48,1239.0,41.06,Day:1993md
79,197,3.595,20.016,0.495,1487.0,44.77,Day:1993md
79,197,3.595,20.016,0.51,1715.0,47.82,Day:1993md
79,197,3.595,20.016,0.525,2051.0,46.93,Day:1993md
79,197,3.595,20.016,0.54,2384.0,50.6,Day:1993md
79,197,3.595,20.016,0.555,2785.0,55.81,Day:1993md
79,197,3.595,20.016,0.57,3103.0,116.4,Day:1993md
79,197,3.595,20.016,0.585,3639.0,125.0,Day:1993md
79,197,3.595,20.016,0.6,3870.0,122.2,Day:1993md
79,197,3.595,20.016,0.615,4277.0,125.8,Day:1993md
79,197,3.595,20.016,0.63,4876.0,137.5,Day:1993md
79,197,3.595,20.016,0.645,5007.0,123.5,Day:1993md
79,197,3.595,20.016,0.66,5284.0,126.9,Day:1993md
79,197,3.595,20.016,0.675,5507.0,125.5,Day:1993md
79,197,3.595,20.016,0.69,6093.0,245.0,Day:1993md
79,197,3.595,20.016,0.705,6534.0,253.2,Day:1993md
79,197,3.595,20.016,0.72,6344.0,239.9,Day:1993md
79,197,3.595,20.016,0.735,6606.0,245.4,Day:1993md
79,197,3.595,20.016,0.75,6723.0,190.4,Day:1993md
79,197,3.595,20.016,0.765,7019.0,186.9,Day:1993md
79,197,3.595,20.016,0.78,7525.0,196.3,Day:1993md
79,197,3.595,20.016,0.795,7677.0,281.0,Day:1993md
79,197,3.595,20.016,0.81,7272.0,272.6,Day:1993md
79,197,3.595,20.016,0.825,8401.0,290.9,Day:1993md
79,197,3.595,20.016,0.84,8130.0,286.3,Day:1993md
79,197,3.595,20.016,0.855,7945.0,286.2,Day:1993md
79,197,3.595,20.016,0.87,8092.0,289.8,Day:1993md
79,197,3.595,20.016,0.885,8187.0,296.6,Day:1993md
79,197,3.595,25.011999999999997,0.375,0.8669,0.4318,Day:1993md
79,197,3.595,25.011999999999997,0.405,1.8430000000000002,0.4368,Day:1993md
79,197,3.595,25.011999999999997,0.42,2.546,0.5259,Day:1993md
79,197,3.595,25.011999999999997,0.435,3.19,0.5804,Day:1993md
79,197,3.595,25.011999999999997,0.45,3.2689999999999997,0.6124,Day:1993md
79,197,3.595,25.011999999999997,0.465,3.7969999999999997,0.6466,Day:1993md
79,197,3.595,25.011999999999997,0.48,5.765,0.712,Day:1993md
79,197,3.595,25.011999999999997,0.495,6.072,0.7232,Day:1993md
79,197,3.595,25.011999999999997,0.51,8.401,0.8798,Day:1993md
79,197,3.595,25.011999999999997,0.525,11.13,1.021,Day:1993md
79,197,3.595,25.011999999999997,0.54,15.05,2.8680000000000003,Day:1993md
79,197,3.595,25.011999999999997,0.555,23.75,3.503,Day:1993md
79,197,3.595,25.011999999999997,0.57,17.97,3.017,Day:1993md
79,197,3.595,25.011999999999997,0.585,27.59,3.918,Day:1993md
79,197,3.595,25.011999999999997,0.6,27.59,3.9930000000000003,Day:1993md
79,197,3.595,25.011999999999997,0.615,37.62,3.693,Day:1993md
79,197,3.595,25.011999999999997,0.63,43.09,3.832,Day:1993md
79,197,3.595,25.011999999999997,0.645,53.02,6.513,Day:1993md
79,197,3.595,25.011999999999997,0.66,71.29,7.86,Day:1993md
79,197,3.595,25.011999999999997,0.675,68.3,7.497000000000001,Day:1993md
79,197,3.595,25.011999999999997,0.69,98.66,8.88,Day:1993md
79,197,3.595,25.011999999999997,0.705,126.5,10.2,Day:1993md
79,197,3.595,25.011999999999997,0.72,167.0,9.592,Day:1993md
79,197,3.595,25.011999999999997,0.735,177.7,9.472999999999999,Day:1993md
79,197,3.595,25.011999999999997,0.75,217.0,10.65,Day:1993md
79,197,3.595,25.011999999999997,0.765,303.4,19.7,Day:1993md
79,197,3.595,25.011999999999997,0.78,311.5,20.04,Day:1993md
79,197,3.595,25.011999999999997,0.795,331.8,20.18,Day:1993md
79,197,3.595,25.011999999999997,0.81,424.9,23.28,Day:1993md
79,197,3.595,25.011999999999997,0.825,497.3,25.47,Day:1993md
79,197,3.595,25.011999999999997,0.84,521.3,19.91,Day:1993md
79,197,3.595,25.011999999999997,0.855,620.2,21.79,Day:1993md
79,197,3.595,25.011999999999997,0.87,679.9,33.97,Day:1993md
79,197,3.595,25.011999999999997,0.885,783.0,36.64,Day:1993md
79,197,3.595,25.011999999999997,0.9,839.2,37.77,Day:1993md
79,197,3.595,25.011999999999997,0.915,895.0,38.48,Day:1993md
79,197,3.595,25.011999999999997,0.93,938.0,39.58,Day:1993md
79,197,3.595,25.011999999999997,0.945,1034.0,29.25,Day:1993md
79,197,3.595,25.011999999999997,0.96,1010.0,28.45,Day:1993md
79,197,3.595,25.011999999999997,0.975,1102.0,39.48,Day:1993md
79,197,3.595,25.011999999999997,0.99,1240.0,42.57,Day:1993md
79,197,3.595,25.011999999999997,1.005,1182.0,41.13,Day:1993md
79,197,3.595,25.011999999999997,1.02,1256.0,40.75,Day:1993md
79,197,3.595,25.011999999999997,1.035,1299.0,42.81,Day:1993md
79,197,3.595,25.011999999999997,1.05,1380.0,34.85,Day:1993md
79,197,3.595,25.011999999999997,1.065,1387.0,34.24,Day:1993md
79,197,3.595,25.011999999999997,1.08,1538.0,55.93,Day:1993md
79,197,3.595,25.011999999999997,1.095,1555.0,56.39,Day:1993md
79,197,3.595,25.011999999999997,1.11,1566.0,57.74,Day:1993md
79,197,3.595,25.011999999999997,1.125,1670.0,59.53,Day:1993md
79,197,3.595,25.011999999999997,1.14,1753.0,60.04,Day:1993md
79,197,3.595,25.011999999999997,1.155,1857.0,61.87,Day:1993md
79,197,3.595,30.01,0.975,41.72,5.545,Day:1993md
79,197,3.595,30.01,0.99,48.77,5.676,Day:1993md
79,197,3.595,30.01,1.005,44.81,5.291,Day:1993md
79,197,3.595,30.01,1.02,62.02,6.507999999999999,Day:1993md
79,197,3.595,30.01,1.035,63.96,6.526,Day:1993md
79,197,3.595,30.01,1.05,66.88,6.183,Day:1993md
79,197,3.595,30.01,1.065,87.35,7.449,Day:1993md
79,197,3.595,30.01,1.08,97.01,4.935,Day:1993md
79,197,3.595,30.01,1.095,118.5,5.426,Day:1993md
79,197,3.595,30.01,1.11,133.2,7.104,Day:1993md
79,197,3.595,30.01,1.125,138.2,7.1739999999999995,Day:1993md
79,197,3.595,30.01,1.14,177.2,8.367,Day:1993md
79,197,3.595,30.01,1.155,172.3,8.304,Day:1993md
79,197,3.595,30.01,1.17,194.1,6.614,Day:1993md
79,197,3.595,30.01,1.185,214.2,6.89,Day:1993md
79,197,3.595,30.01,1.2,226.9,10.4,Day:1993md
79,197,3.595,30.01,1.215,255.4,10.78,Day:1993md
79,197,3.595,30.01,1.23,256.8,10.65,Day:1993md
79,197,3.595,30.01,1.245,267.6,10.78,Day:1993md
79,197,3.595,30.01,1.26,295.3,10.1,Day:1993md
79,197,3.595,30.01,1.275,335.6,10.89,Day:1993md
79,197,3.595,30.01,1.29,337.5,23.6,Day:1993md
79,197,3.595,30.01,1.305,384.4,24.9,Day:1993md
79,197,3.595,30.01,1.32,393.7,24.66,Day:1993md
79,197,3.595,30.01,1.335,412.9,24.89,Day:1993md
79,197,3.595,30.01,1.35,414.4,16.86,Day:1993md
79,197,3.595,30.01,1.365,455.7,17.73,Day:1993md
79,197,3.595,30.01,1.38,479.5,22.55,Day:1993md
79,197,3.595,30.01,1.395,480.7,22.64,Day:1993md
79,197,3.595,30.01,1.41,498.2,22.79,Day:1993md
79,197,3.595,30.01,1.425,613.3,25.74,Day:1993md
79,197,3.595,30.01,1.44,576.9,20.28,Day:1993md
79,197,3.595,30.01,1.455,594.9,20.53,Day:1993md
79,197,3.595,30.01,1.47,646.8,35.51,Day:1993md
79,197,3.595,30.01,1.485,653.3,35.03,Day:1993md
79,197,3.595,30.01,1.5,664.0,35.27,Day:1993md
79,197,3.595,30.01,1.515,710.8,25.45,Day:1993md
79,197,3.595,30.01,1.53,774.0,26.55,Day:1993md
79,197,3.595,30.01,1.545,798.8,36.69,Day:1993md
79,197,3.595,30.01,1.56,843.9,37.07,Day:1993md
79,197,3.595,30.01,1.575,849.4,36.26,Day:1993md
79,197,3.595,30.01,1.59,909.6,38.74,Day:1993md
79,197,3.595,30.01,1.605,1019.0,28.7,Day:1993md
79,197,3.595,30.01,1.62,1006.0,38.34,Day:1993md
79,197,3.595,30.01,1.635,1164.0,41.41,Day:1993md
79,197,3.595,30.01,1.65,1099.0,40.46,Day:1993md
79,197,3.595,30.01,1.665,1161.0,41.46,Day:1993md
79,197,3.595,30.01,1.68,1201.0,34.72,Day:1993md
79,197,3.595,30.01,1.695,1250.0,58.78,Day:1993md
79,197,3.595,30.01,1.71,1281.0,57.2,Day:1993md
79,197,3.595,30.01,1.725,1310.0,56.42,Day:1993md
79,197,3.595,30.01,1.74,1324.0,56.92,Day:1993md
79,197,3.595,30.01,1.755,1463.0,43.23,Day:1993md
79,197,3.595,30.01,1.77,1463.0,42.82,Day:1993md
79,197,3.595,30.01,1.785,1567.0,60.24,Day:1993md
79,197,3.595,30.01,1.8,1544.0,59.28,Day:1993md
79,197,3.595,30.01,1.815,1536.0,58.44,Day:1993md
79,197,3.595,30.01,1.83,1728.0,50.0,Day:1993md
79,197,3.595,30.01,1.845,1742.0,77.2,Day:1993md
79,197,3.595,30.01,1.86,1809.0,77.85,Day:1993md
79,197,3.595,30.01,1.875,1688.0,74.67,Day:1993md
79,197,3.595,30.01,1.89,1845.0,79.04,Day:1993md
79,197,3.595,30.01,1.905,1837.0,57.6,Day:1993md
79,197,3.595,30.01,1.92,1992.0,84.69,Day:1993md
79,197,3.595,30.01,1.935,2018.0,83.84,Day:1993md
79,197,3.595,30.01,1.95,1979.0,81.39,Day:1993md
79,197,3.595,30.01,1.965,2142.0,56.76,Day:1993md
79,197,3.595,30.01,1.98,2030.0,70.5,Day:1993md
79,197,3.595,30.01,1.995,2125.0,71.99,Day:1993md
79,197,3.595,30.01,2.01,2145.0,72.38,Day:1993md
79,197,3.595,30.01,2.025,2203.0,74.99,Day:1993md
79,197,3.605,16.0203,0.06,12.63,1.355,Day:1993md
79,197,3.605,16.0203,0.075,26.01,2.005,Day:1993md
79,197,3.605,16.0203,0.09,61.33,2.964,Day:1993md
79,197,3.605,16.0203,0.105,107.7,3.818,Day:1993md
79,197,3.605,16.0203,0.12,169.2,4.9030000000000005,Day:1993md
79,197,3.605,16.0203,0.135,268.6,6.266,Day:1993md
79,197,3.605,16.0203,0.15,388.9,7.281000000000001,Day:1993md
79,197,3.605,16.0203,0.165,537.6,8.555,Day:1993md
79,197,3.605,16.0203,0.18,738.1,10.63,Day:1993md
79,197,3.605,16.0203,0.195,1010.0,12.63,Day:1993md
79,197,4.045,15.0,1.11,42680.0,682.9,Arrington:1998ps
79,197,4.045,15.0,1.095,41560.0,656.6,Arrington:1998ps
79,197,4.045,15.0,1.08,42910.0,660.8,Arrington:1998ps
79,197,4.045,15.0,1.065,40770.0,631.9,Arrington:1998ps
79,197,4.045,15.0,1.05,40470.0,615.1,Arrington:1998ps
79,197,4.045,15.0,1.035,41310.0,615.5,Arrington:1998ps
79,197,4.045,15.0,1.02,42220.0,616.4,Arrington:1998ps
79,197,4.045,15.0,1.005,40990.0,602.6,Arrington:1998ps
79,197,4.045,15.0,0.99,40740.0,594.8,Arrington:1998ps
79,197,4.045,15.0,0.975,40650.0,589.4,Arrington:1998ps
79,197,4.045,15.0,0.96,40860.0,588.4,Arrington:1998ps
79,197,4.045,15.0,0.945,38210.0,565.5,Arrington:1998ps
79,197,4.045,15.0,0.93,39300.0,573.8,Arrington:1998ps
79,197,4.045,15.0,0.915,39370.0,578.7,Arrington:1998ps
79,197,4.045,15.0,0.9,41390.0,600.2,Arrington:1998ps
79,197,4.045,15.0,0.885,39480.0,588.3,Arrington:1998ps
79,197,4.045,15.0,0.87,39350.0,594.2,Arrington:1998ps
79,197,4.045,15.0,0.855,40980.0,610.6,Arrington:1998ps
79,197,4.045,15.0,0.84,40230.0,607.5,Arrington:1998ps
79,197,4.045,15.0,0.825,40650.0,613.8,Arrington:1998ps
79,197,4.045,15.0,0.81,38820.0,601.7,Arrington:1998ps
79,197,4.045,15.0,0.795,39080.0,609.6,Arrington:1998ps
79,197,4.045,15.0,0.78,40120.0,621.9,Arrington:1998ps
79,197,4.045,15.0,0.765,38220.0,607.7,Arrington:1998ps
79,197,4.045,15.0,0.75,39510.0,624.3,Arrington:1998ps
79,197,4.045,15.0,0.735,39510.0,628.2,Arrington:1998ps
79,197,4.045,15.0,0.72,39480.0,631.7,Arrington:1998ps
79,197,4.045,15.0,0.705,38850.0,625.5,Arrington:1998ps
79,197,4.045,15.0,0.69,35900.0,592.3,Arrington:1998ps
79,197,4.045,15.0,0.675,36010.0,601.4,Arrington:1998ps
79,197,4.045,15.0,0.66,34380.0,577.6,Arrington:1998ps
79,197,4.045,15.0,0.645,32120.0,558.9,Arrington:1998ps
79,197,4.045,15.0,0.63,31980.0,559.7,Arrington:1998ps
79,197,4.045,15.0,0.615,32070.0,170.0,Arrington:1998ps
79,197,4.045,15.0,0.6,31700.0,168.0,Arrington:1998ps
79,197,4.045,15.0,0.585,31340.0,166.1,Arrington:1998ps
79,197,4.045,15.0,0.57,30690.0,162.7,Arrington:1998ps
79,197,4.045,15.0,0.555,30770.0,163.1,Arrington:1998ps
79,197,4.045,15.0,0.54,29770.0,160.8,Arrington:1998ps
79,197,4.045,15.0,0.525,30320.0,166.8,Arrington:1998ps
79,197,4.045,15.0,0.51,29300.0,164.1,Arrington:1998ps
79,197,4.045,15.0,0.495,27480.0,159.4,Arrington:1998ps
79,197,4.045,15.0,0.48,25960.0,158.4,Arrington:1998ps
79,197,4.045,15.0,0.465,24970.0,159.8,Arrington:1998ps
79,197,4.045,15.0,0.45,23330.0,158.6,Arrington:1998ps
79,197,4.045,15.0,0.435,21230.0,152.9,Arrington:1998ps
79,197,4.045,15.0,0.42,19080.0,145.0,Arrington:1998ps
79,197,4.045,15.0,0.405,16690.0,136.9,Arrington:1998ps
79,197,4.045,15.0,0.39,14450.0,128.6,Arrington:1998ps
79,197,4.045,15.0,0.375,12210.0,118.4,Arrington:1998ps
79,197,4.045,15.0,0.36,9549.0,103.1,Arrington:1998ps
79,197,4.045,15.0,0.345,7057.0,85.39,Arrington:1998ps
79,197,4.045,15.0,0.33,5907.0,80.93,Arrington:1998ps
79,197,4.045,15.0,0.315,4947.0,75.19,Arrington:1998ps
79,197,4.045,15.0,0.3,3754.0,65.7,Arrington:1998ps
79,197,4.045,15.0,0.285,2898.0,57.67,Arrington:1998ps
79,197,4.045,15.0,0.27,2228.0,50.58,Arrington:1998ps
79,197,4.045,15.0,0.255,1625.0,43.23,Arrington:1998ps
79,197,4.045,15.0,0.24,1318.0,39.28,Arrington:1998ps
79,197,4.045,15.0,0.225,958.1,33.53,Arrington:1998ps
79,197,4.045,15.0,0.21,742.3,29.77,Arrington:1998ps
79,197,4.045,15.0,0.195,501.2,24.76,Arrington:1998ps
79,197,4.045,15.0,0.18,394.6,22.29,Arrington:1998ps
79,197,4.045,15.0,0.165,267.2,18.6,Arrington:1998ps
79,197,4.045,15.0,0.15,193.9,15.98,Arrington:1998ps
79,197,4.045,15.0,0.135,110.1,12.12,Arrington:1998ps
79,197,4.045,15.0,0.12,77.33,10.11,Arrington:1998ps
79,197,4.045,15.0,0.105,35.71,6.688,Arrington:1998ps
79,197,4.045,15.0,0.09,26.35,5.436,Arrington:1998ps
79,197,4.045,15.0,0.075,10.33,3.185,Arrington:1998ps
79,197,4.045,15.0,0.06,0.7436,0.9107,Arrington:1998ps
79,197,4.045,15.0,0.045,2.191,1.162,Arrington:1998ps
79,197,4.045,15.0,0.03,0.3793,0.4645,Arrington:1998ps
79,197,4.045,23.0,1.53,3038.0,28.56,Arrington:1998ps
79,197,4.045,23.0,1.515,2962.0,27.25,Arrington:1998ps
79,197,4.045,23.0,1.5,2927.0,26.64,Arrington:1998ps
79,197,4.045,23.0,1.485,2888.0,25.99,Arrington:1998ps
79,197,4.045,23.0,1.47,2753.0,24.78,Arrington:1998ps
79,197,4.045,23.0,1.455,2741.0,24.39,Arrington:1998ps
79,197,4.045,23.0,1.44,2646.0,23.81,Arrington:1998ps
79,197,4.045,23.0,1.425,2603.0,23.43,Arrington:1998ps
79,197,4.045,23.0,1.41,2539.0,23.1,Arrington:1998ps
79,197,4.045,23.0,1.395,2522.0,22.95,Arrington:1998ps
79,197,4.045,23.0,1.38,2418.0,22.49,Arrington:1998ps
79,197,4.045,23.0,1.365,2389.0,22.46,Arrington:1998ps
79,197,4.045,23.0,1.35,2285.0,21.94,Arrington:1998ps
79,197,4.045,23.0,1.335,2218.0,21.74,Arrington:1998ps
79,197,4.045,23.0,1.32,2151.0,21.29,Arrington:1998ps
79,197,4.045,23.0,1.305,2085.0,21.06,Arrington:1998ps
79,197,4.045,23.0,1.29,1942.0,20.39,Arrington:1998ps
79,197,4.045,23.0,1.275,1896.0,20.1,Arrington:1998ps
79,197,4.045,23.0,1.26,1838.0,19.85,Arrington:1998ps
